12/8/10,0,0,0,0,0
12/9/10,0,0,0,0,0
12/10/10,0,0,0,0,0
12/13/10,0,0,0,0,0
12/14/10,0,0,0,0,0
12/15/10,0,0,0,0,0
12/20/10,0,0,0,0,0
12/21/10,0,0,0,0,0
12/22/10,0,0,0,0,0
12/23/10,0,0,0,0,0
12/24/10,0,0,0,0,0
12/25/10,0,0,0,0,0
12/26/10,0,0,0,0,0
12/27/10,0,0,0,0,0
12/28/10,0,0,0,0,0
12/29/10,0,0,0,0,0
12/30/10,0,0,0,0,0
12/31/10,0,0,0,0,0
1/1/11,0,0,0,0,0
1/2/11,0,0,0,0,0
1/3/11,0,0,0,0,0
1/4/11,0,0,0,0,0
1/5/11,0,0,0,0,0
1/6/11,0,0,0,0,0
1/7/11,0,0,0,0,0
1/8/11,0,0,0,0,0
1/9/11,0,0,0,0,0
1/10/11,0,0,0,0,0
1/11/11,0,0,0,0,0
1/12/11,0,0,0,0,0
1/13/11,0,0,0,0,0
1/14/11,0,0,0,0,0
1/17/11,0,0,0,0,0
1/18/11,0,0,0,0,2
1/19/11,1,0,0,0,8
1/20/11,1,0,0,0,8
1/21/11,0,0,0,0,10
1/22/11,0,0,0,0,10
1/23/11,0,0,0,0,10
1/24/11,0,0,0,0,10
1/25/11,0,0,0,0,10
1/26/11,0,0,0,0,9
1/27/11,0,0,0,0,5
1/28/11,0,0,0,0,5
1/29/11,0,0,0,0,4
1/30/11,0,0,0,0,4
1/31/11,0,0,0,0,4
2/1/11,0,0,0,0,3
2/2/11,0,0,0,0,2
2/3/11,0,0,0,0,2
2/4/11,0,0,0,0,1
2/5/11,0,0,0,0,1
2/6/11,0,0,0,0,1
2/7/11,0,0,0,0,1
2/8/11,0,0,0,0,1
2/9/11,0,0,0,0,2
2/10/11,0,0,0,0,2
2/11/11,0,1,0,1,2
2/12/11,0,0,1,1,2
2/13/11,0,0,1,1,2
2/14/11,0,0,0,0,1
2/15/11,0,0,0,0,1
2/16/11,0,0,0,0,0
2/17/11,0,0,0,0,0
2/18/11,0,0,0,0,0
2/19/11,0,0,0,0,0
2/20/11,0,0,0,0,0
2/21/11,0,0,0,0,0
2/22/11,0,0,0,0,0
2/23/11,0,0,0,0,0
2/24/11,0,0,0,0,0
2/25/11,0,0,0,0,0
2/26/11,0,0,0,0,0
2/27/11,0,0,0,0,0
2/28/11,0,0,0,0,0
3/1/11,0,0,0,0,0
